efta_number,dataset,classification,sensitivity,justification,removed_lines,added_lines,is_interesting,llm_reasoning
EFTA02174436,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,7,7,1,"The removal of specific names (Ty, Dr. Pierce) and the addition of new names (Lesley GroffillallilliMI, Wendy Werneburg) suggests an attempt to conceal or modify the original content."
EFTA02174684,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,4,4,1,"The removal of specific names (Ty, Dylan) and the addition of a name (Lesley Groff) suggests an attempt to conceal or alter the identities involved in the communication."
EFTA02175003,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,3,5,1,"The removal of specific names (e.g., 'DR. PIERCE') and alteration of surrounding text suggests an attempt to conceal identities, which may be indicative of a cover-up or obstruction of justice."
EFTA02175011,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,1,2,1,"The removal of the name 'Ty' appears to be an attempt to conceal a person's identity, which could be relevant to the investigation."
EFTA02175033,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,4,6,1,"The removal of specific names, such as 'Paul Ainsworth', appears to be an attempt to obscure connections or relationships, which could be relevant to the investigation."
EFTA02175328,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,8,8,1,"The removal of specific names, such as 'Ty' and 'Mrs Henley', appears to be an attempt to obscure the identities of individuals involved in the conversation."
EFTA02175348,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,10,13,1,"The removal and addition of names, specifically 'Ty' and 'Lesley Groff', appears to be an attempt to conceal identities or connections in the investigation."
EFTA02175794,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,9,16,1,"The removal of specific names (e.g., 'Ty') and the addition of a different name ('Lesley GroffIMMIlla') suggests an attempt to conceal or alter the identity of individuals involved in the document."
EFTA02176116,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,21,22,1,"The removal of specific names, such as 'Lesley Groff' and 'Jeffrey Epstein', from the document suggests an attempt to conceal connections or relationships between individuals."
EFTA02176161,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,8,12,1,"The removal of specific names, such as 'Lesley Groff', suggests an attempt to conceal identities or connections in the document."
EFTA02177899,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,8,10,1,"The removal of specific names and details from the invitation, while replacing them with generic information, suggests an attempt to obscure connections or identities."
EFTA02179717,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,3,6,1,"The removal of specific names, such as 'Ty', suggests an attempt to conceal identities or connections, which may be indicative of a cover-up."
EFTA02179767,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,7,9,1,"The removal of specific names (Ty, Lesley) and email addresses appears to be an attempt to conceal identities, which could be relevant to the investigation."
EFTA02179829,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,12,13,1,"The removal of specific names (Chris Poole and Lesley Groff) from the document, while replacing them with similar text, suggests an attempt to conceal identities rather than protect genuine privacy."
EFTA02180308,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,4,3,1,"The removal of the name 'Ty' and its replacement with a similar-sounding but distinct name 'Ill' suggests an attempt to conceal or alter the identity of individuals involved in the conversation."
EFTA02180427,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,5,3,1,"The removal of specific names, such as 'Kann' and the addition of a seemingly identical but altered sentence with 'III', suggests an attempt to conceal identities or connections."
EFTA02181101,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,3,4,1,"The removal of specific names (Sue/Lyn) and their replacement with similar but altered versions (aMLyn/M.yn) suggests an attempt to obscure the identities of individuals involved."
EFTA02181214,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,9,7,1,"The removal of specific names, such as 'Ty Groff', suggests an attempt to conceal identities or connections in the investigation."
EFTA02182421,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,2,2,1,"The removal of specific names and the addition of similar text with altered wording suggests an attempt to conceal identities, which is suspicious in a document related to the Epstein case."
EFTA02182517,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,5,5,1,"The removal of specific names, such as 'Ty' and 'Ea', suggests an attempt to conceal identities or connections in the document."
EFTA02182821,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,77,77,1,"The removal of specific names, such as 'Jeffrey Epstein', and the alteration of email threads to obscure connections between individuals suggests an attempt to conceal investigative leads or evidence scope."
EFTA02183524,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,5,6,1,"The removal of specific email addresses and names, particularly 'ninakeita@hotmail.com' and 'Lesley', suggests an attempt to conceal identities or connections."
EFTA02183764,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,10,9,1,"The removal and addition of names, specifically 'Ty' and 'Connie', suggests an attempt to conceal or alter the identity of individuals involved in the document."
EFTA02184148,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,5,4,1,"The removal of Lesley Groff's name appears to be an attempt to obscure the identity of a person involved in the investigation, which is suspicious."
EFTA02184204,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,4,5,1,"The removal of specific names, such as 'Ike Groff', appears to be an attempt to obscure identities, which could indicate a deliberate effort to conceal connections or evidence."
EFTA02184299,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,5,3,1,"The removal of specific names (Lesley Grol and Jennifer Kahn) appears to be an attempt to obscure connections or relationships, which could be relevant to the investigation."
EFTA02184320,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,2,3,1,"The removal of the name 'Ty' and its replacement with a similar-sounding but distinct name 'Brom South' suggests an attempt to conceal or alter investigative information."
EFTA02184738,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,4,4,1,"The removal of specific names (Simons and balerina simona) from the document suggests an attempt to conceal identities, which could be indicative of a cover-up or obstruction of justice."
EFTA02184744,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,3,1,1,"The removal of specific names appears to be selective and targeted, potentially obscuring connections or relationships between individuals."
EFTA02184944,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,4,5,1,"The removal and replacement of a specific person's name (Lesley Groff) suggests an attempt to conceal or alter the identity of an individual involved in the communication."
EFTA02185839,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,3,2,1,"The removal and alteration of names (Ty, Alex) suggests an attempt to conceal identities or connections in the document."
EFTA02186674,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,7,7,1,"The removal of specific names, such as 'Swim for Ty', suggests an attempt to conceal identities or connections."
EFTA02188636,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,7,6,1,"The removal and addition of names appear to be deliberate attempts to conceal identities, potentially obscuring investigative connections or evidence scope."
EFTA02188885,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,4,5,1,"The removal of Ms. Chemova's name and the addition of Lesley Groff's name suggests an attempt to conceal or alter witness information."
EFTA02189130,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,4,5,1,"The removal of specific names, such as 'Ms. Chernova', suggests an attempt to conceal identities or connections, which may be indicative of a cover-up."
EFTA02189774,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,6,10,1,"The removal of specific names, such as 'Sue' and 'Lesley Groff', appears to be an attempt to obscure the identities of individuals involved in the communication."
EFTA02189895,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,1,2,1,"The removal of a specific name (Susan Hamblin) from the document, while adding a generic placeholder, suggests an attempt to conceal identities or connections."
EFTA02189995,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,6,8,1,"The removal of specific names ('Jen and Sue') from the document, while leaving other text intact, suggests an attempt to conceal identities or connections."
EFTA02190377,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,6,9,1,"The removal of specific names and details appears to be an attempt to obscure connections, but the added text is a clear indication that this was done intentionally."
EFTA02191078,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,16,10,1,"The removal of specific names and contact information appears to be an attempt to conceal connections between individuals, which could be relevant to the investigation."
EFTA02191380,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,11,4,1,"The removal of specific names, such as 'Dal' and the addition of a new name 'Lesley Groftz', suggests an attempt to conceal or alter the original content, which may be relevant to the investigation."
EFTA02191405,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,15,8,1,"The removal of specific names and phone numbers, while adding a similar but slightly altered version with the same information, suggests an attempt to obscure connections or investigative leads."
EFTA02193081,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,6,7,1,"The removal of specific names (Nicole Busb -> Nicole Busby, Lesley Groff) and the addition of similar text with slight modifications suggests an attempt to conceal identities or connections."
EFTA02193218,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,2,5,1,"The removal of specific names, 'ty', appears to be an attempt to obscure identities, which could indicate a deliberate effort to conceal investigative connections."
EFTA02193343,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,17,24,1,"The removal of specific names (Ty, Laura Devine, Lesley Groff) from the document appears to be an attempt to obscure connections between individuals, which could be relevant to the investigation."
EFTA02194321,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,2,4,1,"The removal of specific names and the addition of a redaction marker suggest an attempt to conceal identities, which may be indicative of investigative connections or evidence scope being obscured."
EFTA02194501,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,4,5,1,"The removal of a specific person's name (EFTA_R1_00897454) and the addition of a similar but altered version with 'u' instead of 'y', suggests an attempt to conceal or alter the identity of individuals involved."
EFTA02194647,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,18,20,1,"The removal of names appears to be an attempt to conceal the identities of individuals involved, which could be relevant to the investigation."
EFTA02195277,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,22,21,1,"The removal of specific names (ZHU WANDI and Lesley Groff) from the document appears to be an attempt to obscure investigative connections, making it suspicious."
EFTA02195279,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,10,3,1,"The removal of specific names, such as SILINSKIY/ANDREY, suggests an attempt to conceal identities or connections in the investigation."
EFTA02195421,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,5,5,1,"The removal of specific names, such as 'Susan hamblinna' and the addition of redaction marks suggest an attempt to conceal identities, which may be indicative of a cover-up or obstruction of justice."
EFTA02195719,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,2,2,1,"The removal of a single name ('tyl') and the addition of a corrected spelling ('fill' -> 'fit') suggests an attempt to conceal or alter specific information, rather than a routine correction."
EFTA02196166,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,12,17,1,"The removal of specific names (Ike Groff, Lesley Groff) from the document appears to be an attempt to obscure identities, which could be indicative of a cover-up or concealment of investigative connections."
EFTA02196443,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,11,9,1,"The removal of specific names (ZHU WANDI, Jeffrey) and addition of a generic name (Lesley Groff) suggests an attempt to conceal identities or connections."
EFTA02196706,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,5,8,1,"The removal of specific names (Bax, Ty, Ike) and alteration of dates to generic month/year format suggests an attempt to obscure identities or connections."
EFTA02196716,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,8,6,1,"The removal of specific names appears to be an attempt to conceal identities, potentially hiding connections or relationships within the investigation."
EFTA02196891,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,8,11,1,"The removal of specific names, such as 'Thai' and 'rote', suggests an attempt to obscure connections or relationships between individuals."
EFTA02197031,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,9,13,1,"The removal of specific email addresses and names, while adding similar text with minor changes, suggests an attempt to conceal identities or connections in the investigation."
EFTA02197277,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,23,9,1,"The removal of specific names and content appears to be an attempt to conceal connections or relationships, which may be relevant to the investigation."
EFTA02197346,10,NAME_REMOVAL,MEDIUM,SUSPICIOUS,7,7,1,"The removal of specific email addresses and names appears to be an attempt to obscure connections between individuals, which could be relevant to the investigation."
